74|75|41.4g
75|71|15g
75|72|54.8g
75|10|40g
76|75|35g
76|68|23g
77|1|60g
77|77|30g
77|19|5g
77|78|30g
77|79|30g
77|80|15g
77|81|20g
78|47|20g
78|1|50g
78|82|40g
78|83|10g
78|84|10g
78|34|8g
78|85|30g
78|86|5g
78|26|4g
78|15|0.5g
78|7|10g
78|87|5g
78|4|3g
78|19|2g
78|14|0.5g
78|23|2g
78|88|10g
79|1|40g
79|75|40g
79|88|105g
79|89|30g
79|90|30g
79|91|15g
79|92|5g
79|93|3g
79|20|0.5g
79|94|8g
79|15|1g
79|7|6g
79|19|3g
79|95|2g
79|14|0.5g
80|71|40g
80|1|30g
80|66|10g
80|88|120g
80|96|30g
80|29|15g
80|97|25g
81|76|40g
81|55|20g
81|88|90g
81|98|10g
81|99|10g
81|20|0.5g
82|75|30g
82|1|15g
82|76|10g
82|100|10g
82|55|10g
82|61|8g
82|20|1g
82|88|110g
83|75|15g
83|1|15g
83|101|10g
83|76|15g
83|67|12g
83|61|10g
83|88|110g
83|102|0g
83|57|20g
83|20|0.7g
84|1|60g
84|88|80g
84|34|10g
84|83|20g
84|91|15g
84|103|50g
84|6|1g
84|104|20g
84|26|3g
84|86|3g
84|20|0.8g
85|1|90g
85|105|10g
86|1|60g
86|106|20g
87|1|80g
87|106|10g
88|1|90g
88|107|10g
89|1|80g
89|108|5g
89|109|5g
90|1|55g
90|104|5g
90|62|5g
91|1|90g
91|75|10g
91|101|2g
92|1|90g
92|75|20g
92|110|10g
92|61|3g
92|67|3g
92|47|3g
92|32|0.1g
93|1|70g
93|111|10g
94|1|90g
94|109|10g
95|1|90g
95|67|3g
95|68|3g
96|1|90g
96|61|3g
96|68|3g
97|1|80g
97|109|5g
97|68|3g
98|1|90g
98|112|5g
98|47|3g
99|1|90g
99|109|5g
99|47|3g
100|1|80g
100|57|20g
100|75|15g
100|110|10g
100|58|5g
101|1|75g
101|113|30g
101|114|10g
101|92|8g
101|32|1g
102|1|80g
102|115|10g
103|1|100g
103|71|5g
103|116|5g
104|1|85g
104|109|5g
104|67|3g
105|1|80g
105|117|10g
105|101|5g
106|1|100g
106|61|3g
106|47|3g
107|1|90g
107|109|5g
107|61|3g
108|1|90g
108|117|30g
108|75|20g
109|1|50g
109|75|5g
109|47|5g
110|1|60g
110|118|5g
110|75|2g
111|1|100g
111|75|5g
111|61|3g
112|1|100g
112|75|5g
112|45|3g
113|1|80g
113|116|5g
113|47|5g
114|1|90g
114|109|5g
114|67|5g
